iter	Logloss
177	0.4566015757
178	0.4562962533
179	0.4562369696
180	0.4560012959
181	0.4556523306
182	0.4553892726
183	0.4552877411
184	0.4551677048
185	0.4549380558
186	0.4548840063
187	0.4546971286
188	0.4546706423
189	0.4542918673
190	0.4540454295
191	0.4538500877
192	0.4536140103
193	0.4533223557
194	0.4532308243
195	0.4530478565
196	0.4526906678
197	0.4524808985
198	0.4522983829
199	0.4520503308
200	0.451788171
201	0.4516348824
202	0.4514141532
203	0.4512951702
204	0.4512025466
205	0.4510567509
206	0.4508921389
207	0.4508317407
208	0.4507415831
209	0.4505226993
210	0.4502168446
211	0.4501832718
212	0.4499933698
213	0.4498346332
214	0.4496103627
215	0.4492821696
216	0.4489617063
217	0.4487831945
218	0.4485554047
219	0.4483917064
220	0.44821735
221	0.4479926072
222	0.4478823218
223	0.4477857013
224	0.4474820556
225	0.447201166
226	0.447147183
227	0.4471195362
228	0.446908945
229	0.4466845056
230	0.4464496428
231	0.4462276075
232	0.4459824762
233	0.445772481
234	0.4456286319
235	0.4453380545
236	0.4451076854
237	0.4450371584
238	0.4448808791
239	0.4448280236
240	0.444777356
241	0.4445724723
242	0.4444865116
243	0.4443512059
244	0.4440264494
245	0.4437939853
246	0.4435685479
247	0.4432639755
248	0.4429825445
249	0.4429484397
250	0.4426316008
251	0.4426020661
252	0.4424333964
253	0.4422024625
254	0.4421277383
255	0.4419871122
256	0.4417265506
257	0.441707905
258	0.4416850188
259	0.4415943388
260	0.441571227
261	0.441550603
262	0.4414284675
263	0.4412163422
264	0.4410910847
265	0.441065483
266	0.4410475284
267	0.4409468125
268	0.4406655498
269	0.4405700641
270	0.4404472056
271	0.440186879
272	0.4401189418
273	0.4400494593
274	0.4398152016
275	0.4394798557
276	0.4393257361
277	0.4393073011
278	0.4392926752
279	0.4390180006
280	0.4388170582
281	0.4387589705
282	0.4385767605
283	0.4384270909
284	0.4383965186
285	0.4382760609
286	0.4382346967
287	0.4382139661
288	0.4381092162
289	0.437991514
290	0.4378745197
291	0.4374888562
292	0.4373648303
293	0.4371272354
294	0.4371012862
295	0.4367761989
296	0.4365384165
297	0.4364152491
298	0.436272005
299	0.436068614
300	0.4359468239
301	0.4356480086
302	0.4353741887
303	0.4352657786
304	0.4349889437
305	0.434669217
306	0.4344168352
307	0.434394152
308	0.4340946218
309	0.434041335
310	0.4340194296
311	0.433810535
312	0.433516002
313	0.4331964521
314	0.4329066971
315	0.4326864015
316	0.4325760435
317	0.4323963604
318	0.4322466487
319	0.4321058789
320	0.4317972447
321	0.4316275266
322	0.4313256156
