iter	Passed	Remaining
228	4508	44714
229	4523	44648
230	4534	44538
231	4548	44464
232	4557	44340
233	4566	44224
234	4579	44136
235	4605	44177
236	4621	44124
237	4641	44110
238	4662	44110
239	4684	44115
240	4709	44142
241	4724	44085
242	4743	44059
243	4760	44014
244	4782	44019
245	4806	44041
246	4824	44005
247	4837	43926
248	4857	43908
249	4875	43882
250	4898	43892
251	4911	43817
252	4927	43767
253	4947	43751
254	4965	43715
255	4988	43728
256	5008	43713
257	5026	43682
258	5045	43660
259	5062	43616
260	5087	43642
261	5103	43593
262	5124	43591
263	5145	43584
264	5170	43606
265	5190	43594
266	5205	43535
267	5225	43520
268	5242	43479
269	5256	43416
270	5279	43422
271	5302	43433
272	5323	43430
273	5349	43461
274	5366	43417
275	5386	43406
276	5412	43439
277	5432	43422
278	5458	43451
279	5483	43479
280	5506	43485
281	5529	43487
282	5551	43487
283	5573	43486
284	5586	43414
285	5601	43366
286	5621	43344
287	5641	43331
288	5665	43346
289	5687	43342
290	5708	43333
291	5731	43340
292	5753	43337
293	5775	43334
294	5801	43364
295	5821	43349
296	5844	43350
297	5871	43387
298	5896	43408
299	5919	43411
300	5942	43412
301	5971	43461
302	5990	43433
303	6011	43425
304	6035	43435
305	6057	43428
306	6078	43420
307	6102	43428
308	6121	43408
309	6140	43382
310	6162	43374
311	6185	43375
312	6199	43316
313	6223	43323
314	6243	43308
315	6266	43313
316	6284	43280
317	6304	43257
318	6324	43243
319	6340	43193
320	6365	43211
321	6390	43222
322	6414	43234
323	6437	43233
324	6463	43252
325	6487	43261
326	6508	43251
327	6532	43256
328	6554	43253
329	6577	43253
330	6594	43214
331	6618	43216
332	6642	43224
333	6665	43223
334	6686	43213
335	6707	43199
336	6730	43200
337	6752	43194
338	6777	43201
339	6800	43203
340	6821	43191
341	6847	43206
342	6872	43218
343	6895	43215
344	6915	43196
345	6939	43200
346	6963	43207
347	6985	43195
348	7009	43200
349	7030	43187
350	7050	43169
351	7072	43156
352	7094	43152
353	7116	43139
354	7140	43144
355	7165	43152
356	7189	43155
357	7210	43140
358	7233	43138
359	7258	43146
360	7280	43139
361	7304	43142
362	7327	43139
363	7349	43127
364	7375	43143
365	7402	43162
366	7431	43190
367	7458	43209
368	7480	43199
369	7504	43201
370	7525	43187
371	7548	43179
372	7569	43165
373	7593	43163
374	7612	43139
375	7634	43125
376	7655	43108
377	7679	43112
378	7701	43100
379	7722	43081
380	7747	43089
381	7768	43070
382	7788	43048
383	7811	43046
384	7835	43045
385	7861	43055
386	7883	43044
387	7904	43028
388	7929	43028
389	7951	43018
390	7973	43008
391	7994	42989
392	8014	42966
393	8037	42961
394	8060	42952
395	8083	42947
396	8104	42932
397	8130	42941
398	8154	42941
399	8178	42935
400	8199	42919
401	8220	42899
402	8245	42903
403	8268	42900
404	8291	42889
405	8313	42875
406	8335	42866
407	8361	42874
408	8386	42875
409	8415	42899
410	8440	42899
411	8464	42900
412	8489	42901
413	8510	42881
414	8531	42862
415	8555	42862
416	8578	42851
417	8602	42846
418	8624	42836
419	8645	42813
420	8670	42814
421	8692	42805
422	8717	42802
423	8739	42789
424	8761	42777
425	8785	42773
426	8807	42756
427	8833	42763
428	8859	42767
429	8881	42754
430	8901	42731
431	8927	42735
432	8948	42719
433	8972	42710
434	8992	42687
435	9012	42666
436	9037	42662
437	9059	42651
438	9082	42637
439	9104	42624
440	9125	42604
441	9150	42605
442	9173	42597
443	9197	42591
444	9223	42593
445	9250	42602
446	9274	42595
447	9297	42586
448	9318	42568
449	9340	42552
450	9365	42551
451	9391	42551
452	9414	42542
453	9439	42539
454	9464	42539
455	9487	42525
456	9509	42511
457	9534	42508
458	9558	42502
459	9582	42494
460	9601	42468
461	9622	42445
462	9647	42443
463	9667	42420
464	9689	42404
465	9715	42404
466	9736	42385
467	9759	42372
468	9782	42364
469	9805	42350
470	9830	42350
471	9857	42355
472	9880	42340
473	9900	42316
474	9925	42315
475	9947	42297
476	9969	42280
477	9990	42261
478	10013	42248
479	10035	42232
480	10059	42223
481	10084	42221
482	10110	42219
483	10132	42204
484	10154	42186
485	10175	42167
486	10200	42164
487	10223	42150
488	10246	42137
489	10268	42123
490	10290	42106
491	10311	42085
492	10333	42066
493	10357	42060
494	10385	42066
495	10412	42068
496	10440	42077
497	10465	42073
498	10489	42063
499	10514	42056
500	10540	42055
501	10562	42039
502	10583	42018
503	10609	42015
504	10631	42001
505	10652	41980
506	10676	41968
507	10698	41950
508	10718	41927
509	10742	41917
510	10765	41904
511	10785	41879
512	10807	41859
513	10834	41863
514	10855	41842
515	10877	41822
516	10899	41807
517	10924	41798
518	10947	41786
519	10973	41782
520	10994	41763
521	11016	41746
522	11040	41735
523	11065	41727
524	11087	41709
525	11108	41689
526	11131	41673
527	11153	41657
528	11174	41635
529	11195	41613
530	11218	41600
531	11240	41581
532	11263	41568
533	11288	41559
534	11313	41551
535	11337	41540
536	11364	41542
537	11389	41536
538	11416	41535
539	11443	41536
540	11467	41526
541	11488	41503
542	11510	41483
543	11536	41480
544	11557	41458
545	11577	41434
546	11602	41426
547	11626	41414
548	11652	41410
549	11674	41392
550	11699	41382
551	11721	41365
552	11751	41373
553	11771	41347
554	11793	41328
555	11816	41314
556	11840	41302
557	11864	41293
558	11887	41276
559	11912	41269
560	11935	41251
561	11959	41241
562	11979	41216
563	12000	41193
564	12023	41177
565	12048	41168
566	12069	41146
567	12093	41136
568	12115	41115
569	12137	41095
570	12159	41078
571	12183	41065
572	12206	41052
573	12232	41045
574	12253	41023
575	12277	41011
576	12299	40991
577	12321	40972
578	12349	40972
579	12376	40969
580	12405	40975
581	12430	40966
582	12459	40968
583	12483	40956
584	12504	40933
585	12530	40926
586	12550	40901
587	12570	40875
588	12593	40859
589	12613	40833
590	12633	40808
591	12656	40791
592	12676	40767
593	12700	40753
594	12722	40732
595	12745	40715
596	12765	40691
597	12786	40670
598	12807	40647
599	12832	40635
600	12852	40609
601	12872	40584
602	12895	40569
603	12917	40548
604	12939	40530
605	12962	40512
606	12983	40490
607	13004	40467
608	13025	40445
609	13048	40430
610	13070	40410
611	13091	40387
612	13115	40374
613	13138	40357
614	13161	40340
615	13182	40318
616	13207	40308
617	13231	40293
618	13253	40275
619	13277	40261
620	13299	40241
621	13322	40223
622	13349	40220
623	13373	40206
624	13396	40188
625	13423	40184
626	13455	40195
627	13483	40192
628	13505	40171
629	13527	40153
630	13550	40136
631	13571	40112
632	13595	40100
633	13618	40081
634	13641	40065
635	13664	40047
636	13689	40036
637	13711	40018
638	13734	39999
639	13757	39984
640	13783	39974
641	13809	39965
642	13836	39958
643	13860	39944
644	13884	39931
645	13907	39914
646	13933	39906
647	13956	39886
648	13978	39866
649	14002	39852
650	14028	39843
651	14051	39827
652	14073	39805
653	14096	39790
654	14119	39772
655	14145	39761
656	14167	39741
657	14190	39725
658	14215	39712
659	14239	39698
660	14262	39681
661	14287	39668
662	14311	39654
663	14335	39637
664	14366	39643
665	14390	39628
666	14420	39629
667	14446	39620
668	14472	39610
669	14496	39595
670	14518	39575
671	14540	39554
672	14562	39533
673	14582	39507
674	14611	39505
675	14633	39484
676	14658	39470
677	14680	39450
678	14703	39432
679	14726	39413
680	14747	39392
681	14769	39371
682	14796	39363
683	14825	39360
684	14854	39357
685	14880	39347
686	14909	39345
687	14934	39333
688	14964	39332
689	14992	39327
690	15020	39323
691	15046	39311
692	15071	39299
693	15100	39296
694	15123	39278
695	15148	39263
696	15171	39245
697	15191	39219
698	15212	39194
699	15235	39176
700	15256	39153
701	15278	39132
702	15301	39112
703	15326	39100
704	15353	39090
705	15377	39075
706	15404	39065
707	15429	39053
708	15454	39040
709	15475	39015
710	15495	38990
711	15520	38975
712	15541	38952
713	15562	38927
714	15583	38904
715	15605	38882
716	15627	38862
717	15648	38837
718	15673	38823
719	15694	38801
720	15719	38785
721	15740	38763
722	15765	38749
723	15788	38730
724	15814	38717
725	15834	38691
726	15856	38670
727	15880	38653
728	15902	38632
729	15922	38606
730	15942	38580
731	15963	38556
732	15985	38535
733	16007	38513
734	16029	38492
735	16049	38465
736	16073	38449
737	16093	38423
738	16114	38399
739	16134	38373
740	16154	38348
741	16180	38335
742	16200	38310
743	16224	38292
744	16244	38267
745	16267	38247
746	16288	38225
747	16313	38211
748	16338	38195
749	16363	38182
750	16388	38166
751	16418	38164
752	16441	38144
753	16463	38124
754	16485	38101
755	16507	38080
756	16531	38063
757	16551	38038
758	16571	38012
759	16595	37994
760	16617	37972
761	16638	37949
762	16661	37930
763	16681	37903
764	16705	37888
765	16729	37870
766	16754	37855
767	16776	37835
768	16800	37816
769	16822	37796
770	16843	37773
771	16865	37750
772	16886	37727
773	16910	37708
774	16929	37682
775	16950	37657
776	16970	37631
777	16994	37614
778	17015	37591
779	17039	37574
780	17059	37548
781	17080	37524
782	17104	37506
783	17125	37482
784	17146	37459
785	17171	37444
786	17192	37422
787	17212	37395
788	17231	37367
789	17256	37353
790	17281	37336
791	17309	37329
792	17333	37312
793	17358	37297
794	17385	37286
795	17414	37279
796	17438	37262
797	17461	37243
798	17484	37222
799	17505	37198
800	17524	37171
801	17550	37158
802	17572	37136
803	17595	37117
804	17617	37095
805	17639	37073
806	17662	37053
807	17684	37032
808	17705	37009
809	17725	36983
810	17746	36959
811	17770	36941
812	17798	36932
813	17821	36913
814	17847	36899
815	17872	36883
816	17895	36863
817	17917	36843
818	17940	36823
819	17960	36798
820	17983	36777
821	18006	36758
822	18026	36732
823	18049	36711
824	18073	36694
825	18094	36671
826	18115	36647
827	18138	36626
828	18162	36610
829	18186	36591
830	18207	36568
831	18231	36550
832	18252	36526
833	18274	36505
834	18300	36491
835	18327	36479
836	18351	36461
837	18379	36452
838	18406	36440
839	18431	36424
840	18454	36403
841	18479	36387
842	18501	36367
843	18526	36350
844	18550	36333
845	18575	36315
846	18596	36293
847	18618	36271
848	18644	36257
849	18671	36245
850	18692	36220
851	18714	36198
852	18741	36186
853	18768	36173
854	18789	36150
855	18811	36127
856	18831	36103
857	18856	36087
858	18881	36069
859	18903	36049
860	18929	36034
861	18954	36017
862	18974	35992
863	18996	35970
864	19018	35947
865	19043	35931
866	19067	35913
867	19091	35895
868	19112	35871
869	19136	35853
870	19157	35830
871	19182	35812
872	19206	35794
873	19227	35770
874	19250	35750
875	19272	35729
876	19295	35708
877	19319	35690
878	19347	35679
879	19373	35665
880	19398	35648
881	19422	35629
882	19446	35611
883	19468	35590
884	19489	35564
885	19513	35546
886	19535	35524
887	19556	35500
888	19581	35485
889	19603	35462
890	19628	35445
891	19650	35423
892	19673	35403
893	19696	35383
894	19720	35364
895	19743	35344
896	19767	35325
897	19793	35310
898	19814	35287
899	19838	35268
900	19861	35248
901	19882	35225
902	19903	35200
903	19926	35179
904	19947	35156
905	19969	35134
906	19992	35114
907	20013	35090
908	20036	35068
909	20059	35049
910	20081	35026
911	20105	35007
912	20126	34983
913	20149	34964
914	20171	34941
915	20193	34920
916	20215	34897
917	20241	34882
918	20262	34858
919	20284	34835
920	20307	34816
921	20337	34808
922	20365	34794
923	20388	34775
924	20411	34754
925	20437	34740
926	20459	34717
927	20482	34697
928	20506	34677
929	20528	34655
930	20551	34634
931	20572	34610
932	20594	34588
933	20615	34565
934	20641	34549
935	20664	34529
936	20686	34507
937	20709	34486
938	20732	34466
939	20758	34449
940	20778	34424
941	20804	34408
942	20828	34389
943	20854	34374
944	20876	34353
945	20900	34333
946	20924	34314
947	20946	34292
948	20967	34268
949	20989	34245
950	21009	34220
951	21034	34202
952	21055	34178
953	21078	34158
954	21099	34135
955	21127	34121
956	21150	34101
957	21170	34076
958	21194	34057
959	21216	34034
960	21241	34016
961	21263	33994
962	21287	33976
963	21313	33959
964	21339	33944
965	21363	33924
966	21387	33906
967	21411	33887
968	21433	33864
969	21458	33846
970	21479	33823
971	21502	33802
972	21524	33779
973	21546	33757
974	21566	33732
975	21591	33715
976	21616	33696
977	21644	33683
978	21664	33658
979	21687	33638
980	21712	33619
981	21739	33605
982	21763	33586
983	21785	33564
984	21813	33549
985	21834	33527
986	21857	33505
987	21877	33480
988	21898	33456
989	21921	33435
990	21943	33412
991	21963	33387
992	21987	33368
993	22009	33345
994	22031	33324
995	22052	33299
996	22074	33277
997	22095	33253
998	22119	33234
999	22140	33211
1000	22162	33188
1001	22187	33170
1002	22207	33144
1003	22230	33124
1004	22250	33099
1005	22276	33082
1006	22306	33071
1007	22334	33059
1008	22358	33039
1009	22384	33023
1010	22408	33003
1011	22432	32983
1012	22456	32964
1013	22477	32940
1014	22501	32921
1015	22525	32901
1016	22544	32875
1017	22565	32851
1018	22586	32827
1019	22609	32806
1020	22632	32785
1021	22652	32760
1022	22674	32737
1023	22694	32711
1024	22718	32692
1025	22741	32671
1026	22764	32649
1027	22784	32624
1028	22807	32604
1029	22831	32584
1030	22852	32560
1031	22876	32540
1032	22898	32518
1033	22919	32494
1034	22939	32470
1035	22962	32448
1036	22982	32423
1037	23003	32400
1038	23022	32373
1039	23045	32352
1040	23069	32332
1041	23092	32311
1042	23112	32286
1043	23135	32265
1044	23157	32243
1045	23181	32224
1046	23207	32206
1047	23229	32184
1048	23250	32160
1049	23276	32143
1050	23298	32121
1051	23321	32099
1052	23344	32078
1053	23367	32057
1054	23389	32035
1055	23412	32014
1056	23434	31992
1057	23455	31968
1058	23477	31945
1059	23500	31924
1060	23524	31905
1061	23545	31882
1062	23567	31858
1063	23592	31840
1064	23615	31819
1065	23636	31795
1066	23658	31773
1067	23680	31750
1068	23702	31729
1069	23728	31711
1070	23753	31693
1071	23776	31672
1072	23800	31652
1073	23823	31631
1074	23844	31608
1075	23869	31589
1076	23892	31568
1077	23918	31550
1078	23939	31526
1079	23961	31504
1080	23989	31489
1081	24011	31468
1082	24035	31447
1083	24059	31428
1084	24084	31409
1085	24107	31389
1086	24132	31370
1087	24158	31352
1088	24182	31332
1089	24206	31312
1090	24226	31288
1091	24250	31267
1092	24272	31245
1093	24298	31228
1094	24319	31204
1095	24340	31180
1096	24364	31160
1097	24386	31138
1098	24409	31117
1099	24431	31094
1100	24452	31070
1101	24477	31051
1102	24500	31030
1103	24521	31007
1104	24543	30984
1105	24565	30962
1106	24590	30944
1107	24611	30920
1108	24632	30895
1109	24654	30873
1110	24676	30850
1111	24698	30829
1112	24722	30808
1113	24743	30784
1114	24764	30761
1115	24791	30745
1116	24814	30723
1117	24838	30704
1118	24863	30685
1119	24885	30663
1120	24908	30641
1121	24928	30616
1122	24951	30595
1123	24973	30573
1124	24997	30552
1125	25017	30527
1126	25040	30505
1127	25061	30482
1128	25086	30463
1129	25109	30442
1130	25130	30419
1131	25153	30397
1132	25178	30378
1133	25205	30362
1134	25226	30338
1135	25251	30319
1136	25275	30299
1137	25297	30277
1138	25319	30254
1139	25343	30234
1140	25368	30215
1141	25391	30193
1142	25416	30174
1143	25438	30152
1144	25461	30131
1145	25485	30111
1146	25506	30088
1147	25527	30063
1148	25548	30039
1149	25573	30021
1150	25597	30001
1151	25620	29979
1152	25642	29956
1153	25667	29938
1154	25692	29919
1155	25715	29897
1156	25739	29877
1157	25761	29855
1158	25786	29835
1159	25808	29813
1160	25833	29794
1161	25854	29770
1162	25877	29748
1163	25899	29726
1164	25920	29703
1165	25943	29681
1166	25965	29659
1167	25987	29636
1168	26008	29612
1169	26028	29588
1170	26050	29564
1171	26070	29540
1172	26093	29519
1173	26115	29496
1174	26137	29473
1175	26162	29454
1176	26183	29431
1177	26205	29408
1178	26227	29386
1179	26250	29365
1180	26271	29341
1181	26294	29320
1182	26319	29301
1183	26344	29281
1184	26367	29260
1185	26392	29241
1186	26414	29218
1187	26437	29197
1188	26458	29173
1189	26483	29154
1190	26503	29129
1191	26525	29106
1192	26545	29082
1193	26568	29060
1194	26591	29038
1195	26612	29015
1196	26637	28996
1197	26659	28973
1198	26685	28955
1199	26710	28936
1200	26733	28915
1201	26755	28891
1202	26777	28869
1203	26798	28845
1204	26819	28822
1205	26841	28800
1206	26863	28777
1207	26885	28754
1208	26909	28734
1209	26931	28712
1210	26954	28690
1211	26978	28670
1212	26999	28646
1213	27022	28624
1214	27043	28601
1215	27067	28581
1216	27090	28559
1217	27113	28538
1218	27135	28515
1219	27159	28495
1220	27181	28472
1221	27203	28450
1222	27226	28428
1223	27250	28407
1224	27271	28384
1225	27292	28360
1226	27316	28340
1227	27342	28322
1228	27363	28298
1229	27385	28276
1230	27409	28255
1231	27433	28234
1232	27453	28210
1233	27476	28189
1234	27497	28165
1235	27519	28143
1236	27545	28124
1237	27567	28101
1238	27591	28080
1239	27612	28057
1240	27635	28036
1241	27658	28014
1242	27683	27995
1243	27705	27973
1244	27726	27949
1245	27752	27931
1246	27775	27908
1247	27795	27884
1248	27819	27864
1249	27841	27841
1250	27865	27821
1251	27887	27798
1252	27910	27776
1253	27934	27756
1254	27956	27733
1255	27979	27712
1256	27999	27687
1257	28024	27667
1258	28049	27648
1259	28070	27625
1260	28091	27601
1261	28115	27580
1262	28136	27556
1263	28158	27534
1264	28184	27516
1265	28205	27492
1266	28227	27470
1267	28253	27450
1268	28277	27430
1269	28299	27407
1270	28320	27384
1271	28341	27360
1272	28365	27340
1273	28386	27316
1274	28409	27295
1275	28434	27275
1276	28463	27260
1277	28488	27239
1278	28509	27216
1279	28531	27193
1280	28555	27173
1281	28580	27153
1282	28604	27132
1283	28625	27109
1284	28652	27091
1285	28676	27071
1286	28701	27051
1287	28724	27029
1288	28748	27008
1289	28771	26987
1290	28793	26964
1291	28814	26940
1292	28838	26920
1293	28860	26897
1294	28881	26873
1295	28902	26851
1296	28928	26832
1297	28950	26809
1298	28974	26788
1299	28999	26768
1300	29028	26752
1301	29051	26731
1302	29075	26709
1303	29097	26687
1304	29121	26666
1305	29142	26643
1306	29164	26620
1307	29186	26598
1308	29209	26576
1309	29230	26552
1310	29254	26532
1311	29282	26515
1312	29309	26497
1313	29336	26478
1314	29359	26456
1315	29388	26441
1316	29411	26419
1317	29437	26399
1318	29461	26379
1319	29487	26359
1320	29511	26339
1321	29537	26319
1322	29559	26297
1323	29582	26276
1324	29608	26256
1325	29632	26235
1326	29662	26220
1327	29687	26199
1328	29712	26180
1329	29736	26158
1330	29758	26136
1331	29782	26115
1332	29807	26095
1333	29830	26073
1334	29852	26051
1335	29878	26031
1336	29900	26009
1337	29927	25991
1338	29951	25970
1339	29976	25950
1340	30003	25931
1341	30026	25909
1342	30049	25887
1343	30072	25866
1344	30095	25844
1345	30119	25822
1346	30144	25802
1347	30165	25779
1348	30189	25758
1349	30213	25737
1350	30237	25716
1351	30257	25692
1352	30281	25671
1353	30302	25647
1354	30325	25625
1355	30346	25602
1356	30369	25580
1357	30392	25557
1358	30419	25540
1359	30447	25522
1360	30472	25501
1361	30498	25482
1362	30526	25464
1363	30549	25442
1364	30572	25420
1365	30601	25404
1366	30624	25382
1367	30653	25365
1368	30680	25346
1369	30705	25326
1370	30731	25306
1371	30753	25284
1372	30779	25264
1373	30803	25243
1374	30824	25219
1375	30843	25195
1376	30867	25173
1377	30888	25150
1378	30914	25130
1379	30935	25107
1380	30959	25086
1381	30983	25064
1382	31003	25040
1383	31025	25017
1384	31048	24995
1385	31072	24974
1386	31098	24955
1387	31120	24932
1388	31142	24909
1389	31168	24889
1390	31188	24865
1391	31209	24842
1392	31231	24819
1393	31254	24796
1394	31277	24775
1395	31297	24751
1396	31318	24727
1397	31341	24705
1398	31363	24682
1399	31385	24659
1400	31408	24638
1401	31432	24616
1402	31455	24594
1403	31476	24571
1404	31497	24547
1405	31519	24525
1406	31541	24502
1407	31563	24479
1408	31589	24460
1409	31610	24436
1410	31636	24417
1411	31658	24394
1412	31680	24371
1413	31703	24349
1414	31723	24325
1415	31747	24303
1416	31769	24280
1417	31790	24257
1418	31813	24235
1419	31833	24211
1420	31856	24189
1421	31876	24165
1422	31899	24143
1423	31920	24119
1424	31942	24096
1425	31966	24075
1426	31988	24053
1427	32011	24030
1428	32029	24005
1429	32051	23982
1430	32073	23959
1431	32093	23936
1432	32120	23916
1433	32145	23895
1434	32169	23874
1435	32192	23852
1436	32213	23829
1437	32236	23807
1438	32259	23785
1439	32280	23762
1440	32303	23739
1441	32326	23717
1442	32348	23695
1443	32369	23671
1444	32393	23650
1445	32415	23627
1446	32437	23604
1447	32459	23582
1448	32483	23560
1449	32506	23538
1450	32528	23516
1451	32549	23492
1452	32571	23470
1453	32594	23448
1454	32619	23427
1455	32647	23409
1456	32673	23389
1457	32696	23367
1458	32716	23343
1459	32741	23323
1460	32763	23299
1461	32788	23279
1462	32809	23255
1463	32832	23233
1464	32856	23212
1465	32877	23189
1466	32903	23168
1467	32924	23145
1468	32946	23123
1469	32970	23101
1470	32993	23079
1471	33013	23055
1472	33038	23035
1473	33059	23011
1474	33083	22990
1475	33104	22966
1476	33128	22945
1477	33153	22924
1478	33175	22901
1479	33197	22879
1480	33221	22857
1481	33241	22834
1482	33263	22811
1483	33286	22788
1484	33308	22766
1485	33329	22743
1486	33351	22720
1487	33372	22697
1488	33393	22673
1489	33416	22651
1490	33437	22628
1491	33460	22606
1492	33482	22582
1493	33502	22559
1494	33524	22536
1495	33547	22514
1496	33570	22492
1497	33590	22468
1498	33614	22447
1499	33636	22424
1500	33661	22403
1501	33686	22383
1502	33711	22362
1503	33734	22340
1504	33757	22317
1505	33786	22300
1506	33810	22278
1507	33833	22256
1508	33857	22235
1509	33878	22211
1510	33897	22187
1511	33919	22164
1512	33943	22143
1513	33965	22120
1514	33987	22097
1515	34008	22074
1516	34032	22052
1517	34056	22031
1518	34078	22008
1519	34098	21984
1520	34123	21963
1521	34144	21940
1522	34165	21916
1523	34189	21895
1524	34212	21873
1525	34240	21854
1526	34262	21831
1527	34285	21809
1528	34306	21786
1529	34328	21763
1530	34351	21741
1531	34375	21720
1532	34395	21696
1533	34417	21673
1534	34438	21650
1535	34459	21627
1536	34481	21604
1537	34502	21580
1538	34524	21557
1539	34546	21535
1540	34569	21513
1541	34591	21490
1542	34615	21469
1543	34636	21445
1544	34664	21426
1545	34687	21405
1546	34711	21383
1547	34740	21365
1548	34768	21345
1549	34790	21323
1550	34813	21300
1551	34837	21279
1552	34859	21257
1553	34880	21233
1554	34902	21210
1555	34923	21187
1556	34944	21164
1557	34967	21141
1558	34986	21117
1559	35008	21095
1560	35031	21072
1561	35059	21053
1562	35083	21032
1563	35107	21010
1564	35133	20990
1565	35156	20968
1566	35177	20944
1567	35198	20921
1568	35222	20899
1569	35242	20876
1570	35268	20855
1571	35290	20832
1572	35311	20809
1573	35336	20788
1574	35360	20767
1575	35382	20744
1576	35403	20721
1577	35427	20699
1578	35447	20675
1579	35471	20654
1580	35494	20632
1581	35519	20610
1582	35540	20587
1583	35571	20570
1584	35594	20548
1585	35618	20526
1586	35641	20504
1587	35663	20481
1588	35684	20458
1589	35707	20436
1590	35733	20415
1591	35758	20395
1592	35780	20372
1593	35801	20348
1594	35826	20328
1595	35849	20305
1596	35871	20283
1597	35897	20262
1598	35919	20239
1599	35946	20219
1600	35968	20197
1601	35993	20175
1602	36016	20153
1603	36037	20130
1604	36062	20109
1605	36083	20086
1606	36105	20063
1607	36127	20040
1608	36151	20019
1609	36175	19997
1610	36195	19973
1611	36216	19950
1612	36237	19927
1613	36258	19903
1614	36279	19880
1615	36302	19858
1616	36323	19835
1617	36344	19812
1618	36365	19788
1619	36389	19767
1620	36409	19743
1621	36431	19720
1622	36453	19697
1623	36476	19675
1624	36497	19652
1625	36520	19630
1626	36543	19608
1627	36567	19586
1628	36592	19565
1629	36616	19543
1630	36639	19521
1631	36658	19497
1632	36682	19475
1633	36703	19452
1634	36723	19428
1635	36744	19405
1636	36764	19381
1637	36788	19359
1638	36816	19340
1639	36838	19317
1640	36857	19293
1641	36882	19272
1642	36903	19249
1643	36926	19227
1644	36949	19204
1645	36970	19181
1646	36992	19158
1647	37014	19135
1648	37035	19112
1649	37056	19089
1650	37078	19066
1651	37102	19045
1652	37126	19023
1653	37148	19001
1654	37172	18979
1655	37193	18955
1656	37214	18932
1657	37235	18909
1658	37257	18886
1659	37279	18864
1660	37300	18841
1661	37324	18819
1662	37347	18797
1663	37369	18774
1664	37390	18751
1665	37416	18730
1666	37443	18710
1667	37469	18689
