iter	Accuracy	Logloss
86	0.8426966292	0.3777088154
87	0.8412921348	0.376804726
88	0.8412921348	0.3768019955
89	0.8398876404	0.3760385198
90	0.8384831461	0.3759663163
91	0.8384831461	0.3759636748
92	0.8398876404	0.375630164
93	0.8398876404	0.3750672002
94	0.8398876404	0.3750646167
95	0.8398876404	0.3750590387
96	0.8398876404	0.3741674363
97	0.8398876404	0.3741647376
98	0.8398876404	0.3739733212
99	0.8398876404	0.3731351028
100	0.8412921348	0.3722224461
101	0.8412921348	0.3722215675
102	0.8412921348	0.372121958
103	0.8412921348	0.3720539255
104	0.8412921348	0.3717367255
105	0.8426966292	0.3713275412
106	0.8426966292	0.3713268695
107	0.8426966292	0.3711512292
108	0.8441011236	0.3694935046
109	0.8441011236	0.3687996609
110	0.8441011236	0.3687833738
111	0.8441011236	0.368681613
112	0.8441011236	0.3686322837
113	0.8441011236	0.3684434869
114	0.8441011236	0.3684423799
115	0.8441011236	0.3675619124
116	0.8441011236	0.3675528138
117	0.8441011236	0.3672717055
118	0.8441011236	0.3672706896
119	0.8441011236	0.3672614371
120	0.8441011236	0.3672185878
121	0.8441011236	0.3672050874
122	0.8441011236	0.3660304421
123	0.8441011236	0.3659679432
124	0.8441011236	0.3659674287
125	0.8441011236	0.3659638282
126	0.8441011236	0.3648167729
127	0.8441011236	0.3647343472
128	0.8441011236	0.3647301185
129	0.8441011236	0.364104848
130	0.8441011236	0.3636939359
131	0.8441011236	0.3632097306
132	0.8441011236	0.3631940672
133	0.8441011236	0.3624272891
134	0.8441011236	0.362427047
135	0.8441011236	0.3624268192
136	0.8441011236	0.3623444324
137	0.8441011236	0.362150003
138	0.8441011236	0.3620625354
139	0.8441011236	0.3620145133
140	0.8441011236	0.3614022632
141	0.8441011236	0.3613845361
142	0.8441011236	0.3610313106
143	0.8469101124	0.3601179687
144	0.8469101124	0.3601166155
145	0.8469101124	0.360111838
146	0.8469101124	0.3601115265
147	0.8469101124	0.3601053557
148	0.8469101124	0.3600549324
149	0.8469101124	0.3600549301
150	0.8469101124	0.3599868045
151	0.8469101124	0.3599868027
152	0.8469101124	0.359986801
153	0.8469101124	0.3599867994
154	0.8469101124	0.3597407935
155	0.8469101124	0.3597320155
156	0.845505618	0.3591678555
157	0.845505618	0.3590966452
158	0.845505618	0.359090942
159	0.845505618	0.3587471582
160	0.8469101124	0.3578392637
161	0.8469101124	0.35722351
162	0.845505618	0.3570101802
163	0.8469101124	0.3563503096
164	0.8469101124	0.3555786858
165	0.8469101124	0.3547591426
166	0.8469101124	0.3547512808
167	0.8469101124	0.3547421173
168	0.8469101124	0.3547421161
169	0.8469101124	0.3546176282
170	0.845505618	0.3538552344
171	0.845505618	0.3538511536
172	0.845505618	0.3538511292
173	0.845505618	0.3538511064
174	0.8469101124	0.3537718486
175	0.8469101124	0.353408917
176	0.8469101124	0.3533771445
177	0.8469101124	0.3528159208
178	0.8469101124	0.3525648504
179	0.8469101124	0.3525554683
180	0.8469101124	0.3525407075
181	0.8469101124	0.3525361408
182	0.8469101124	0.3525224524
183	0.8469101124	0.3525179431
184	0.8469101124	0.3525125365
185	0.8469101124	0.3525125324
186	0.8469101124	0.3525072829
187	0.8469101124	0.3515574483
188	0.8469101124	0.3512329619
189	0.8469101124	0.350435141
190	0.8469101124	0.3504344573
191	0.8469101124	0.3502853489
192	0.8469101124	0.3502853468
193	0.8469101124	0.3501584522
194	0.8469101124	0.3501297084
195	0.8469101124	0.3498535387
196	0.8469101124	0.3498429028
197	0.8469101124	0.3497664383
198	0.8469101124	0.3495386665
199	0.8469101124	0.3494365388
200	0.8469101124	0.3494322474
201	0.8469101124	0.3493010737
202	0.8469101124	0.3490466184
203	0.8469101124	0.348922428
204	0.8469101124	0.3483779375
205	0.8469101124	0.34829837
206	0.8469101124	0.3482478684
207	0.8483146067	0.347849794
208	0.8483146067	0.3471671086
209	0.8511235955	0.3465142872
210	0.8511235955	0.3463621066
211	0.8511235955	0.3463617418
212	0.8511235955	0.3458176813
213	0.8497191011	0.3454262503
214	0.8497191011	0.3454246692
215	0.8525280899	0.3444986652
216	0.8525280899	0.3444958685
217	0.8525280899	0.34440007
218	0.8525280899	0.3437828181
219	0.8525280899	0.3436226238
220	0.8525280899	0.3427080915
221	0.8525280899	0.3427080604
222	0.8525280899	0.3426981787
223	0.8525280899	0.3425996422
224	0.8525280899	0.3422675572
225	0.8525280899	0.3413271827
226	0.8525280899	0.3412867458
227	0.8525280899	0.3401543793
228	0.8525280899	0.340152921
229	0.8511235955	0.3401383515
230	0.8511235955	0.3401380442
231	0.8511235955	0.340124348
232	0.8511235955	0.3401240749
233	0.8511235955	0.340123818
234	0.8511235955	0.3401109568
235	0.8511235955	0.3399296045
236	0.8511235955	0.3399174348
237	0.8511235955	0.3395798807
238	0.8511235955	0.3393367022
239	0.8511235955	0.3383245324
240	0.8511235955	0.3383031782
241	0.8511235955	0.3382908414
242	0.8511235955	0.3381514027
243	0.8511235955	0.3381506084
244	0.8525280899	0.3377386791
245	0.8525280899	0.3376348285
246	0.8525280899	0.337493779
247	0.8525280899	0.3374828742
248	0.8525280899	0.3364600688
249	0.8525280899	0.336448668
250	0.8525280899	0.3360124281
251	0.8525280899	0.3360039199
252	0.8539325843	0.3358004074
253	0.8539325843	0.3357534554
254	0.8539325843	0.3357297154
255	0.8539325843	0.3354218901
256	0.8539325843	0.3352878055
257	0.8553370787	0.3352289552
258	0.8539325843	0.3342365055
259	0.8539325843	0.3342354093
260	0.8539325843	0.3341373837
261	0.8553370787	0.3341122642
262	0.8539325843	0.3339830457
263	0.8553370787	0.3337470007
264	0.8553370787	0.3333097786
265	0.8553370787	0.332781535
266	0.8553370787	0.3327719192
267	0.8553370787	0.3327054335
268	0.8553370787	0.3326803754
269	0.8553370787	0.332670349
270	0.856741573	0.3321432201
271	0.8581460674	0.3315934268
272	0.8581460674	0.3311333038
273	0.8581460674	0.3309137625
274	0.8581460674	0.3309130174
275	0.8595505618	0.3308966992
276	0.8581460674	0.3299152089
277	0.8581460674	0.329857963
278	0.8581460674	0.329542994
279	0.8581460674	0.3293362748
280	0.8581460674	0.3289880149
281	0.8595505618	0.3286356998
282	0.8609550562	0.3284437116
283	0.8595505618	0.3273570988
284	0.8595505618	0.3273506331
285	0.8595505618	0.3273505513
286	0.8609550562	0.3265066495
287	0.8609550562	0.3263317971
288	0.8623595506	0.3256909246
289	0.8623595506	0.3247410933
290	0.8623595506	0.3247269285
291	0.8609550562	0.3242371314
292	0.8623595506	0.3236955451
293	0.8623595506	0.3230725171
294	0.8623595506	0.3228510599
295	0.8623595506	0.3227160307
296	0.8623595506	0.321655205
297	0.8623595506	0.3213911424
298	0.8623595506	0.3208664635
299	0.8637640449	0.3200304767
300	0.8651685393	0.3199187339
301	0.8651685393	0.3197408755
302	0.8637640449	0.3196860924
303	0.8665730337	0.3193278176
304	0.8665730337	0.3190653858
305	0.8637640449	0.3185484559
306	0.8651685393	0.3180548073
307	0.8651685393	0.3178116276
308	0.8651685393	0.3178114552
309	0.8651685393	0.3178059542
310	0.8623595506	0.3173289893
311	0.8623595506	0.3170123734
312	0.8623595506	0.3169632732
313	0.8623595506	0.316776882
314	0.8623595506	0.3167426472
315	0.8623595506	0.3166763474
316	0.8623595506	0.3166393477
317	0.8623595506	0.3163354955
318	0.8637640449	0.3157847585
319	0.8637640449	0.3157384978
320	0.8637640449	0.3156255542
321	0.8651685393	0.3153872775
322	0.8651685393	0.3151466189
323	0.8651685393	0.3150670905
324	0.8651685393	0.3149812608
325	0.8651685393	0.3147595067
326	0.8679775281	0.3146644587
327	0.8679775281	0.3145183294
328	0.8679775281	0.3141593748
329	0.8679775281	0.3140956954
330	0.8679775281	0.3140689183
331	0.8679775281	0.3138568961
332	0.8679775281	0.3136582625
333	0.8693820225	0.3132780704
334	0.8707865169	0.3126045254
335	0.8707865169	0.3125078322
336	0.8707865169	0.3122909482
337	0.8707865169	0.3113138792
338	0.8721910112	0.3103913493
339	0.8721910112	0.309789457
340	0.8707865169	0.3097022064
341	0.8707865169	0.3095805914
342	0.8707865169	0.3095116169
343	0.8721910112	0.3088582638
344	0.8721910112	0.3086887748
345	0.8735955056	0.3085741259
346	0.8735955056	0.3082120573
347	0.8735955056	0.3077573819
348	0.8735955056	0.3075971545
349	0.8735955056	0.3075373961
350	0.8735955056	0.3075325706
351	0.8735955056	0.3072122395
352	0.8735955056	0.3070418035
353	0.8735955056	0.3069666973
354	0.8735955056	0.3069214582
355	0.8735955056	0.3067600759
356	0.875	0.3056716086
357	0.875	0.3055733745
358	0.875	0.3055470721
359	0.875	0.3054008627
360	0.8735955056	0.3052235768
361	0.8735955056	0.3051457467
362	0.8735955056	0.3050046594
363	0.8735955056	0.304753336
364	0.8735955056	0.3045993775
365	0.8735955056	0.3037788445
366	0.8735955056	0.3033416583
367	0.8735955056	0.302407612
368	0.8735955056	0.3019274757
369	0.8735955056	0.3012882372
370	0.875	0.3009634092
371	0.875	0.3003694976
372	0.875	0.299650753
373	0.875	0.298623794
374	0.8764044944	0.2981744169
375	0.8764044944	0.2980122811
376	0.8764044944	0.2973824577
377	0.8764044944	0.2970677105
378	0.8764044944	0.2970249301
379	0.8764044944	0.2966562757
380	0.8764044944	0.2964790174
381	0.8764044944	0.2962535418
382	0.8764044944	0.2957500327
383	0.8778089888	0.2954649493
384	0.8778089888	0.2949313665
385	0.8778089888	0.2945582183
386	0.8778089888	0.2944130372
387	0.8778089888	0.2943649121
388	0.8778089888	0.2940309338
389	0.8778089888	0.2937085898
390	0.8778089888	0.2931855094
391	0.8778089888	0.2927034865
392	0.8778089888	0.2919089571
393	0.8778089888	0.2913843435
394	0.8806179775	0.2898453931
395	0.8806179775	0.2895079242
396	0.8806179775	0.2894576092
397	0.8806179775	0.2893631794
398	0.8806179775	0.2889608894
399	0.8806179775	0.288820653
400	0.8806179775	0.2884444343
401	0.8806179775	0.288345152
402	0.8806179775	0.2881207067
403	0.8806179775	0.2878554213
404	0.8806179775	0.2876299217
405	0.8806179775	0.286799249
406	0.8806179775	0.2862065782
407	0.8806179775	0.2860980219
408	0.8820224719	0.2848055056
409	0.8834269663	0.2836545271
410	0.8834269663	0.283473477
411	0.8834269663	0.2833112934
412	0.8834269663	0.2832204229
413	0.8834269663	0.2831580622
414	0.8834269663	0.2829248141
415	0.8848314607	0.28238892
416	0.8862359551	0.2817388487
417	0.8862359551	0.2815729745
418	0.8862359551	0.2815166245
419	0.8862359551	0.2812450479
420	0.8862359551	0.2810427705
421	0.8862359551	0.2809467604
422	0.8862359551	0.2805096593
423	0.8862359551	0.2805026435
424	0.8862359551	0.2802765017
425	0.8862359551	0.2801392528
426	0.8848314607	0.2798168577
427	0.8876404494	0.2795704932
428	0.8876404494	0.2791781816
429	0.8876404494	0.279115936
430	0.8876404494	0.2789810602
431	0.8876404494	0.278886199
432	0.8876404494	0.2784944816
433	0.8862359551	0.2783149852
434	0.8862359551	0.2781464257
435	0.8862359551	0.2778910756
436	0.8862359551	0.2778196423
437	0.8862359551	0.2775664902
438	0.8862359551	0.2766672671
439	0.8862359551	0.2765905717
440	0.8876404494	0.2761173116
441	0.8876404494	0.2759897805
442	0.8876404494	0.275561884
443	0.8876404494	0.2751203107
444	0.8876404494	0.2748767689
445	0.8876404494	0.2745867258
446	0.8876404494	0.2744521345
447	0.8876404494	0.2744059687
448	0.8876404494	0.2742077313
449	0.8876404494	0.273845675
450	0.8876404494	0.2737623161
451	0.8876404494	0.2735836411
452	0.8876404494	0.2734773701
453	0.8876404494	0.2728990526
454	0.8890449438	0.2726806128
455	0.8890449438	0.2726671392
456	0.8890449438	0.2726122554
457	0.8890449438	0.2720623063
458	0.8904494382	0.2712709257
459	0.8904494382	0.2711453696
460	0.8904494382	0.2710842503
461	0.8904494382	0.271032556
462	0.8904494382	0.2707444783
463	0.8918539326	0.2706276523
464	0.8904494382	0.2704147438
465	0.8904494382	0.2703658503
466	0.8904494382	0.270097025
467	0.8904494382	0.2694813352
468	0.8904494382	0.2691260684
469	0.8904494382	0.2688768073
470	0.8904494382	0.2686045203
471	0.8904494382	0.2685641984
472	0.8904494382	0.2685216397
473	0.8904494382	0.2684386154
474	0.8904494382	0.2678520591
475	0.8904494382	0.2678048843
476	0.8904494382	0.2677101782
477	0.8904494382	0.2676519521
478	0.8918539326	0.2673928553
479	0.893258427	0.267271786
480	0.893258427	0.2671377172
481	0.893258427	0.267099571
482	0.893258427	0.2669236141
483	0.8946629213	0.2668032252
484	0.8946629213	0.2665277184
485	0.8946629213	0.2664816309
486	0.8946629213	0.2662974795
487	0.8946629213	0.2662175546
488	0.8946629213	0.2660060665
489	0.8946629213	0.2658921217
490	0.8946629213	0.2658409816
491	0.8946629213	0.2657833224
492	0.8946629213	0.2657005869
493	0.8946629213	0.2654310467
494	0.8946629213	0.265239805
495	0.8946629213	0.2651327352
496	0.8946629213	0.2648359141
497	0.8946629213	0.2647945574
498	0.8946629213	0.2647435629
499	0.8946629213	0.2646347307
500	0.8946629213	0.2644687769
501	0.8946629213	0.2643795138
502	0.8946629213	0.2642344906
503	0.8960674157	0.2641769054
504	0.8960674157	0.2640482008
505	0.8960674157	0.2633464084
506	0.8960674157	0.2625745072
507	0.8960674157	0.2622878513
508	0.8960674157	0.2622554391
509	0.8960674157	0.2622052546
510	0.8960674157	0.2620320035
511	0.8960674157	0.261888847
512	0.8960674157	0.2618207808
513	0.8960674157	0.2617367078
514	0.8960674157	0.2616434011
515	0.8974719101	0.26089714
516	0.8988764045	0.2607001737
517	0.8988764045	0.2605048665
518	0.8988764045	0.260378206
519	0.8988764045	0.2597936903
520	0.8988764045	0.2595904729
521	0.8988764045	0.2594539935
522	0.8988764045	0.2592967257
523	0.8988764045	0.2592511279
524	0.8988764045	0.2591882898
525	0.8988764045	0.2588556704
526	0.8988764045	0.2588129292
527	0.8988764045	0.2587561871
528	0.8988764045	0.2586817816
529	0.8988764045	0.2586330523
530	0.8988764045	0.258255449
531	0.8988764045	0.2578457167
532	0.8988764045	0.2574527597
533	0.8988764045	0.2571495464
534	0.8988764045	0.2570482386
535	0.8988764045	0.2569523174
536	0.8988764045	0.2568749357
537	0.8988764045	0.2568199571
538	0.8988764045	0.2566584198
539	0.8988764045	0.2565672218
540	0.8988764045	0.2565548348
541	0.8988764045	0.2561435776
542	0.8988764045	0.2561390548
543	0.8988764045	0.2559089918
544	0.8988764045	0.2558693263
545	0.8988764045	0.2558107076
546	0.8988764045	0.2557380215
547	0.8988764045	0.2557000843
548	0.8988764045	0.2556483974
549	0.8988764045	0.2556123655
550	0.8988764045	0.2555118025
551	0.8988764045	0.2553651088
552	0.8988764045	0.2553218889
553	0.8988764045	0.2549595755
554	0.8988764045	0.254889461
555	0.8988764045	0.2548689311
556	0.8988764045	0.2548443213
557	0.9002808989	0.2545341494
558	0.9002808989	0.2540922502
559	0.9002808989	0.2540584824
560	0.9002808989	0.2540054046
561	0.9002808989	0.2539120032
562	0.9002808989	0.2537364046
563	0.9002808989	0.2537116693
564	0.9002808989	0.2531423054
565	0.9002808989	0.2527304266
566	0.9016853933	0.2525890443
567	0.9016853933	0.2523441464
568	0.9016853933	0.2522118398
569	0.9016853933	0.2521348766
570	0.9016853933	0.2520326095
571	0.9016853933	0.2519802947
572	0.9016853933	0.2519195681
573	0.9030898876	0.2512920488
574	0.9030898876	0.2512519519
575	0.9030898876	0.250957597
576	0.9030898876	0.25087478
577	0.9030898876	0.2507065035
578	0.9030898876	0.2506661525
579	0.9030898876	0.2505711239
580	0.904494382	0.2504414235
581	0.904494382	0.2503161286
582	0.904494382	0.2502185827
583	0.904494382	0.2501167805
584	0.904494382	0.249994287
585	0.904494382	0.2499607477
586	0.904494382	0.2498693716
587	0.904494382	0.2497822667
588	0.904494382	0.249737524
589	0.904494382	0.2495294632
590	0.904494382	0.2494928385
591	0.904494382	0.249304877
592	0.904494382	0.2492847613
593	0.904494382	0.2490120322
594	0.904494382	0.2485642998
595	0.904494382	0.2485195151
596	0.904494382	0.2484265134
597	0.904494382	0.2482884502
598	0.904494382	0.2480838489
599	0.904494382	0.2480076419
600	0.904494382	0.2479100861
601	0.904494382	0.2478741535
602	0.904494382	0.2478494539
603	0.904494382	0.2477848236
604	0.904494382	0.2477315022
605	0.904494382	0.2475968713
606	0.904494382	0.2473657329
607	0.904494382	0.2472947407
608	0.904494382	0.2472692122
609	0.904494382	0.2472551332
610	0.904494382	0.2470656514
611	0.904494382	0.2469731881
612	0.904494382	0.2469453633
613	0.904494382	0.2469132818
614	0.904494382	0.2468734496
615	0.904494382	0.2464590644
616	0.904494382	0.2464427965
617	0.904494382	0.2461126754
618	0.904494382	0.246083979
619	0.904494382	0.2460537926
620	0.9058988764	0.2459922296
621	0.9058988764	0.2459382184
622	0.9058988764	0.245922983
623	0.9058988764	0.2459073584
624	0.9058988764	0.2457500116
625	0.9058988764	0.2452025487
626	0.9058988764	0.2451730483
627	0.9058988764	0.2451165169
628	0.9058988764	0.245032753
629	0.9058988764	0.2449836476
630	0.9058988764	0.2449302628
631	0.9058988764	0.244882835
632	0.9058988764	0.2448354133
633	0.9058988764	0.2447695887
634	0.9058988764	0.2447234053
635	0.9058988764	0.2446333001
636	0.9058988764	0.2445814919
637	0.9058988764	0.2445527898
638	0.9058988764	0.244477339
639	0.9058988764	0.2443240237
640	0.9058988764	0.2441355678
641	0.9058988764	0.2441020212
642	0.9073033708	0.2438728509
643	0.9058988764	0.2438505363
644	0.9073033708	0.243785548
645	0.9073033708	0.2437491715
646	0.9073033708	0.243735293
647	0.9073033708	0.2435756351
648	0.9073033708	0.2435383473
649	0.9073033708	0.2435266376
650	0.9073033708	0.2434583641
651	0.9073033708	0.2432759898
652	0.9073033708	0.2432401742
653	0.9073033708	0.2431912352
654	0.9073033708	0.2430795789
655	0.9073033708	0.2430340095
656	0.9073033708	0.2430282298
657	0.9073033708	0.242970509
658	0.9073033708	0.2428751096
659	0.9073033708	0.2425360071
660	0.9073033708	0.2424364775
661	0.9073033708	0.2424300344
662	0.9073033708	0.2423732861
663	0.9073033708	0.2422723718
664	0.9073033708	0.2422543124
665	0.9073033708	0.2422163077
666	0.9073033708	0.2421784404
667	0.9073033708	0.2419860169
668	0.9073033708	0.2416530487
669	0.9073033708	0.2416463781
670	0.9073033708	0.2415977346
671	0.9073033708	0.2415276246
672	0.9073033708	0.2414349948
673	0.9073033708	0.2414182015
674	0.9073033708	0.2413391462
675	0.9073033708	0.2412671394
676	0.9073033708	0.241210366
677	0.9073033708	0.2411441203
678	0.9073033708	0.2410737279
679	0.9073033708	0.2409033295
680	0.9073033708	0.2408846943
681	0.9073033708	0.2403489923
682	0.9073033708	0.2399619764
683	0.9073033708	0.2399550988
684	0.9073033708	0.2399322247
685	0.9073033708	0.2398570415
686	0.9073033708	0.239816854
687	0.9073033708	0.2397405035
688	0.9073033708	0.2397182131
689	0.9073033708	0.2396912732
690	0.9073033708	0.2396603602
691	0.9073033708	0.2395227385
692	0.9073033708	0.2394920262
693	0.9073033708	0.2394736312
694	0.9073033708	0.2393807891
695	0.9073033708	0.2393656382
696	0.9073033708	0.239087799
697	0.9073033708	0.2388595077
698	0.9073033708	0.2386166442
699	0.9073033708	0.2384602356
700	0.9073033708	0.2384381564
701	0.9073033708	0.2384016277
702	0.9073033708	0.2383427695
703	0.9073033708	0.2383179017
704	0.9073033708	0.23823829
705	0.9073033708	0.2382073739
706	0.9073033708	0.2381820422
707	0.9073033708	0.2380917644
708	0.9073033708	0.2380330623
709	0.9073033708	0.2380107839
710	0.9073033708	0.236817335
711	0.9073033708	0.236790361
712	0.9073033708	0.2366034292
713	0.9073033708	0.2364193159
714	0.9073033708	0.2364016463
715	0.9115168539	0.2351705495
716	0.9115168539	0.2350726448
717	0.9115168539	0.2350066573
718	0.9115168539	0.2349772666
719	0.9115168539	0.2348468904
720	0.9101123596	0.2347712252
721	0.9101123596	0.2347234674
722	0.9101123596	0.2346822753
723	0.9101123596	0.2345404544
724	0.9101123596	0.234509478
725	0.9115168539	0.2343244064
726	0.9115168539	0.2343077451
727	0.9115168539	0.2342131705
728	0.9101123596	0.2341580876
729	0.9115168539	0.2338818513
730	0.9115168539	0.2338263247
731	0.9101123596	0.2337069732
732	0.9115168539	0.233675143
733	0.9101123596	0.2336513942
734	0.9101123596	0.2336184542
735	0.9101123596	0.2336163619
736	0.9115168539	0.2335826609
737	0.9101123596	0.2333174682
738	0.9101123596	0.2332934592
739	0.9101123596	0.2332477769
740	0.9101123596	0.2331956437
741	0.9129213483	0.2330576485
742	0.9129213483	0.2330043872
743	0.9129213483	0.232796023
744	0.9129213483	0.2327785861
745	0.9129213483	0.2326325911
746	0.9129213483	0.2325341896
747	0.9129213483	0.2322247585
748	0.9129213483	0.2322054606
749	0.9129213483	0.2321752115
750	0.9129213483	0.2320731883
751	0.9129213483	0.2320254999
752	0.9129213483	0.2320080243
753	0.9129213483	0.2319434716
754	0.9129213483	0.2319361678
755	0.9129213483	0.2318397062
756	0.9129213483	0.2318017541
757	0.9129213483	0.231506898
758	0.9129213483	0.2314275079
759	0.9129213483	0.2314227909
760	0.9115168539	0.231331028
761	0.9115168539	0.2312883089
762	0.9115168539	0.2311051237
763	0.9115168539	0.2310393658
764	0.9129213483	0.2310287095
765	0.9115168539	0.2309236527
766	0.9115168539	0.2308449003
767	0.9115168539	0.230796364
768	0.9115168539	0.2307081632
769	0.9115168539	0.2306092379
770	0.9115168539	0.2305601535
771	0.9115168539	0.2304263171
772	0.9115168539	0.2304159836
773	0.9115168539	0.2304140071
774	0.9115168539	0.2303468182
775	0.9115168539	0.2303329048
776	0.9115168539	0.2303133014
777	0.9115168539	0.2302502017
778	0.9115168539	0.2302206453
779	0.9115168539	0.2302096055
780	0.9115168539	0.2302020017
781	0.9115168539	0.2301170159
782	0.9115168539	0.2300789433
783	0.9115168539	0.2300359797
784	0.9115168539	0.2299966195
785	0.9115168539	0.2299402136
786	0.9115168539	0.2299109419
787	0.9115168539	0.2295979152
788	0.9115168539	0.2295848169
789	0.9115168539	0.2295320817
790	0.9115168539	0.2293525266
791	0.9115168539	0.2293285521
792	0.9115168539	0.2293135924
793	0.9115168539	0.2292458727
794	0.9115168539	0.229203941
795	0.9115168539	0.2291981067
796	0.9115168539	0.2291574058
797	0.9115168539	0.2286946128
798	0.9115168539	0.2286617776
799	0.9115168539	0.2286479298
800	0.9115168539	0.2284456217
801	0.9115168539	0.2283334514
802	0.9115168539	0.2283305425
803	0.9115168539	0.2283188125
804	0.9115168539	0.2282814463
805	0.9115168539	0.2281450376
806	0.9115168539	0.2277462076
807	0.9129213483	0.227676379
808	0.9129213483	0.2273850138
809	0.9129213483	0.2273369035
810	0.9129213483	0.227248998
811	0.9129213483	0.2270471077
812	0.9129213483	0.2270107721
813	0.9129213483	0.226986053
814	0.9129213483	0.226916647
815	0.9129213483	0.2268668144
816	0.9129213483	0.2268264441
817	0.9129213483	0.2266782152
818	0.9129213483	0.2266476574
819	0.9129213483	0.2266180536
820	0.9129213483	0.2264184183
821	0.9129213483	0.2263718363
822	0.9129213483	0.2262723621
823	0.9129213483	0.226251023
824	0.9129213483	0.2261402323
825	0.9129213483	0.2261196647
826	0.9129213483	0.2259670816
827	0.9129213483	0.2258277091
828	0.9129213483	0.2257781886
829	0.9129213483	0.2257609067
830	0.9129213483	0.2257435722
831	0.9129213483	0.2257194873
832	0.9129213483	0.2256312344
833	0.9129213483	0.2254696036
834	0.9129213483	0.2253647789
835	0.9129213483	0.2252810196
836	0.9129213483	0.2251535573
837	0.9129213483	0.2241436029
838	0.9129213483	0.2241007323
839	0.9129213483	0.2240746569
840	0.9129213483	0.2240146617
841	0.9129213483	0.2239552173
842	0.9129213483	0.2238659632
843	0.9129213483	0.223779459
844	0.9129213483	0.2237245251
845	0.9129213483	0.2237033955
846	0.9129213483	0.2236895279
847	0.9129213483	0.2234157599
848	0.9129213483	0.2234057395
849	0.9157303371	0.2233525279
850	0.9157303371	0.2233261349
851	0.9157303371	0.2232942067
852	0.9157303371	0.2232742221
853	0.9157303371	0.2230561028
854	0.9157303371	0.2227976329
855	0.9171348315	0.2227328908
856	0.9171348315	0.2225740964
857	0.9171348315	0.2225555518
858	0.9171348315	0.2225189073
859	0.9171348315	0.2225094072
860	0.9171348315	0.2224662471
861	0.9171348315	0.2224208937
862	0.9171348315	0.2224036525
863	0.9171348315	0.2223675865
864	0.9171348315	0.2222730159
865	0.9171348315	0.2221793647
866	0.9171348315	0.2221488978
867	0.9171348315	0.2221065519
868	0.9171348315	0.2220752479
869	0.9171348315	0.2220243479
870	0.9171348315	0.2218925704
871	0.9171348315	0.2218469333
872	0.9171348315	0.2218214128
873	0.9171348315	0.2218128982
874	0.9185393258	0.2214892766
875	0.9199438202	0.2206561065
876	0.9199438202	0.2206107211
877	0.9199438202	0.2206022477
878	0.9199438202	0.2205744588
879	0.9199438202	0.2205574256
880	0.9199438202	0.2205471482
881	0.9199438202	0.2205259214
882	0.9199438202	0.2204705457
883	0.9199438202	0.220420957
