iter	Passed	Remaining
430	36540	48240
431	36620	48148
432	36707	48066
433	36796	47987
434	36866	47883
435	36954	47803
436	37038	47717
437	37124	47634
438	37202	47541
439	37295	47467
440	37389	47394
441	37471	47305
442	37556	47221
443	37634	47127
444	37721	47045
445	37802	46956
446	37875	46856
447	37950	46759
448	38028	46667
449	38102	46569
450	38187	46485
451	38262	46389
452	38353	46311
453	38432	46220
454	38506	46122
455	38585	46031
456	38667	45943
457	38748	45855
458	38828	45765
459	38899	45664
460	38977	45572
461	39061	45486
462	39147	45404
463	39233	45321
464	39313	45231
465	39397	45146
466	39483	45063
467	39567	44978
468	39660	44903
469	39741	44814
470	39820	44723
471	39889	44621
472	39969	44532
473	40045	44438
474	40121	44345
475	40204	44258
476	40287	44172
477	40367	44082
478	40456	44003
479	40541	43920
480	40627	43837
481	40704	43744
482	40779	43650
483	40862	43564
484	40947	43480
485	41029	43393
486	41109	43304
487	41192	43218
488	41278	43135
489	41348	43036
490	41436	42955
491	41526	42876
492	41613	42795
493	41693	42706
494	41771	42615
495	41845	42520
496	41919	42425
497	41999	42336
498	42074	42243
499	42169	42169
500	42257	42088
501	42342	42005
502	42424	41918
503	42521	41846
504	42611	41768
505	42685	41673
506	42763	41582
507	42866	41516
508	42946	41427
509	43019	41332
510	43098	41243
511	43184	41159
512	43266	41073
513	43336	40975
514	43422	40893
515	43501	40803
516	43582	40716
517	43650	40616
518	43735	40533
519	43824	40453
520	43912	40372
521	44004	40294
522	44079	40202
523	44164	40118
524	44248	40034
525	44329	39947
526	44410	39860
527	44497	39777
528	44584	39696
529	44671	39614
530	44746	39521
531	44818	39427
532	44900	39340
533	44972	39246
534	45064	39167
535	45135	39072
536	45214	38983
537	45291	38893
538	45367	38802
539	45451	38717
540	45526	38625
541	45607	38538
542	45684	38448
543	45773	38369
544	45857	38284
545	45931	38191
546	46009	38102
547	46093	38018
548	46163	37923
549	46232	37826
550	46307	37734
551	46384	37645
552	46476	37567
553	46560	37483
554	46641	37396
555	46725	37313
556	46791	37214
557	46876	37131
558	46951	37040
559	47028	36950
560	47105	36861
561	47181	36771
562	47268	36689
563	47347	36601
564	47434	36520
565	47515	36434
566	47602	36352
567	47688	36270
568	47778	36190
569	47867	36110
570	47951	36026
571	48031	35939
572	48106	35848
573	48187	35763
574	48267	35675
575	48342	35585
576	48422	35498
577	48510	35417
578	48598	35336
579	48695	35262
580	48774	35174
581	48851	35086
582	48923	34992
583	49019	34918
584	49116	34843
585	49205	34762
586	49286	34676
587	49369	34591
588	49462	34514
589	49553	34435
590	49642	34354
591	49728	34272
592	49806	34184
593	49881	34093
594	49961	34007
595	50045	33923
596	50118	33832
597	50187	33738
598	50263	33648
599	50347	33565
600	50440	33486
601	50515	33397
602	50594	33310
603	50684	33230
604	50775	33150
605	50859	33067
606	50943	32983
607	51008	32886
608	51084	32797
609	51152	32703
610	51236	32620
611	51327	32541
612	51413	32458
613	51495	32373
614	51568	32282
615	51654	32200
616	51736	32115
617	51818	32029
618	51897	31943
619	51974	31855
620	52066	31776
621	52143	31688
622	52222	31601
623	52300	31514
624	52388	31433
625	52471	31348
626	52554	31264
627	52635	31178
628	52717	31094
629	52811	31016
630	52882	30924
631	52958	30836
632	53029	30745
633	53110	30659
634	53194	30576
635	53284	30496
636	53364	30409
637	53441	30322
638	53529	30241
639	53614	30158
640	53696	30073
641	53782	29991
642	53857	29902
643	53950	29823
644	54017	29730
645	54098	29645
646	54180	29560
647	54284	29487
648	54371	29405
649	54455	29321
650	54543	29240
651	54634	29160
652	54713	29074
653	54798	28991
654	54873	28902
655	54961	28821
656	55040	28735
657	55123	28650
658	55201	28564
659	55288	28482
660	55373	28398
661	55455	28314
662	55534	28227
663	55617	28144
664	55707	28063
665	55775	27971
666	55855	27885
667	55949	27807
668	56039	27726
669	56135	27648
670	56221	27565
671	56300	27480
672	56371	27390
673	56451	27304
674	56538	27222
675	56624	27139
676	56714	27058
677	56791	26971
678	56863	26882
679	56937	26794
680	57007	26704
681	57087	26618
682	57177	26537
683	57261	26454
684	57338	26367
685	57420	26283
686	57496	26195
687	57572	26108
688	57647	26020
689	57741	25942
690	57835	25862
691	57927	25782
692	57997	25692
693	58086	25611
694	58165	25525
695	58260	25446
696	58355	25368
697	58451	25289
698	58532	25204
699	58616	25121
700	58699	25037
701	58771	24948
702	58855	24865
703	58935	24779
704	59021	24696
705	59108	24614
706	59191	24530
707	59272	24445
708	59351	24360
709	59442	24279
710	59526	24195
711	59608	24111
712	59694	24028
713	59776	23944
714	59859	23860
715	59946	23777
716	60032	23694
717	60125	23614
718	60204	23529
719	60277	23441
720	60365	23359
721	60450	23276
722	60542	23195
723	60623	23110
724	60702	23025
725	60769	22935
726	60859	22853
727	60931	22765
728	61028	22686
729	61134	22611
730	61220	22528
731	61301	22443
732	61387	22360
733	61469	22276
734	61542	22188
735	61619	22102
736	61717	22023
737	61789	21936
738	61873	21852
739	61963	21770
740	62038	21684
741	62130	21603
742	62208	21517
743	62304	21438
744	62392	21355
745	62468	21269
746	62545	21183
747	62630	21099
748	62712	21015
749	62807	20935
750	62898	20854
751	62977	20769
752	63047	20680
753	63116	20592
754	63216	20514
755	63305	20432
756	63369	20341
757	63444	20255
758	63537	20174
759	63625	20092
760	63697	20004
761	63777	19919
762	63874	19840
763	63952	19754
764	64045	19674
765	64117	19586
766	64201	19503
767	64280	19418
768	64369	19336
769	64441	19248
770	64525	19165
771	64613	19082
772	64699	18999
773	64784	18916
774	64855	18828
775	64954	18749
776	65038	18666
777	65123	18582
778	65208	18499
779	65283	18413
780	65355	18326
781	65445	18244
782	65523	18159
783	65602	18074
784	65685	17990
785	65772	17907
786	65864	17826
787	65939	17740
788	66022	17656
789	66097	17570
790	66178	17485
791	66260	17401
792	66353	17320
793	66443	17238
794	66535	17157
795	66600	17068
796	66684	16984
797	66770	16901
798	66858	16819
799	66938	16734
800	67016	16649
801	67108	16567
802	67202	16486
803	67291	16404
804	67377	16321
805	67463	16238
806	67555	16156
807	67648	16074
808	67740	15993
809	67839	15912
810	67922	15829
811	68015	15747
812	68105	15664
813	68194	15582
814	68299	15503
815	68384	15420
816	68456	15333
817	68532	15248
818	68626	15166
819	68719	15084
820	68801	15000
821	68882	14916
822	68976	14834
823	69054	14749
824	69138	14665
825	69216	14580
826	69317	14500
827	69404	14417
828	69481	14332
829	69567	14248
830	69663	14167
831	69748	14083
832	69838	14001
833	69912	13915
834	69999	13832
835	70091	13750
836	70185	13668
837	70265	13583
838	70345	13498
839	70441	13417
840	70514	13331
841	70608	13249
842	70685	13164
843	70778	13082
844	70864	12998
845	70955	12916
846	71046	12833
847	71141	12751
848	71226	12668
849	71299	12582
850	71398	12500
851	71483	12417
852	71565	12333
853	71637	12247
854	71717	12162
855	71793	12077
856	71873	11992
857	71942	11906
858	72019	11821
859	72094	11736
860	72171	11651
861	72268	11569
862	72359	11487
863	72447	11403
864	72528	11319
865	72608	11235
866	72707	11153
867	72811	11072
868	72909	10990
869	72986	10906
870	73067	10821
871	73148	10737
872	73230	10653
873	73328	10571
874	73400	10485
875	73483	10401
876	73562	10317
877	73648	10233
878	73730	10149
879	73799	10063
880	73877	9978
881	73957	9894
882	74046	9811
883	74127	9727
884	74219	9644
885	74289	9558
886	74384	9476
887	74468	9392
888	74546	9307
889	74627	9223
890	74697	9138
891	74778	9053
892	74861	8969
893	74946	8886
894	75036	8803
895	75122	8719
896	75217	8637
897	75305	8553
898	75386	8469
899	75454	8383
900	75559	8302
901	75651	8219
902	75741	8136
903	75815	8051
904	75913	7968
905	76007	7885
906	76090	7802
907	76184	7719
908	76261	7634
909	76341	7550
910	76420	7465
911	76504	7381
912	76590	7298
913	76674	7214
914	76756	7130
915	76836	7046
916	76920	6962
917	77004	6878
918	77081	6793
919	77170	6710
920	77252	6626
921	77330	6542
922	77399	6456
923	77479	6372
924	77556	6288
925	77632	6203
926	77727	6120
927	77793	6035
928	77883	5952
929	77964	5868
930	78057	5785
931	78146	5701
932	78242	5618
933	78319	5534
934	78400	5450
935	78488	5366
936	78579	5283
937	78674	5200
938	78758	5116
939	78860	5033
940	78948	4950
941	79040	4866
942	79120	4782
943	79198	4698
944	79280	4614
945	79361	4530
946	79452	4446
947	79532	4362
948	79619	4278
949	79691	4194
950	79779	4110
951	79859	4026
952	79936	3942
953	80007	3857
954	80091	3773
955	80183	3690
956	80271	3606
957	80358	3523
958	80444	3439
959	80519	3354
960	80618	3271
961	80691	3187
962	80790	3104
963	80873	3020
964	80938	2935
965	81028	2851
966	81113	2768
967	81195	2684
968	81294	2600
969	81371	2516
970	81467	2433
971	81555	2349
972	81655	2265
973	81754	2182
974	81844	2098
975	81923	2014
976	82006	1930
977	82090	1846
978	82186	1762
979	82274	1679
980	82365	1595
981	82457	1511
982	82551	1427
983	82652	1343
984	82728	1259
985	82813	1175
986	82888	1091
987	82965	1007
988	83046	923
989	83127	839
990	83213	755
991	83295	671
992	83382	587
993	83451	503
994	83536	419
995	83624	335
996	83704	251
997	83793	167
998	83885	83
999	83972	0
