iter	Logloss
849	0.3375605859
850	0.3375208594
851	0.3374865625
852	0.3374387891
853	0.3373997656
854	0.3373619141
855	0.3371844141
856	0.3371566797
857	0.3371199219
858	0.3369155859
859	0.3368994141
860	0.3368629687
861	0.3368257031
862	0.3368145703
863	0.3368035938
864	0.3367807812
865	0.3367625391
866	0.3367297656
867	0.3366836719
868	0.3366182031
869	0.3365898828
870	0.3365739453
871	0.3365357031
872	0.3364901563
873	0.3364655078
874	0.3364501172
875	0.3364266406
876	0.3364010547
877	0.3363583203
878	0.3363111719
879	0.3362833984
880	0.3362610156
881	0.3362255469
882	0.3362132031
883	0.3361846875
884	0.3361506641
885	0.33613375
886	0.3360993359
887	0.3360590625
888	0.3360013281
889	0.3359857813
890	0.3359534375
891	0.3359318359
892	0.3359016797
893	0.3358500391
894	0.3357789453
895	0.3357462891
896	0.3357032031
897	0.3356790234
898	0.3356496484
899	0.3356115234
900	0.3355821484
901	0.3355497266
902	0.3352887109
903	0.33524375
904	0.3352293359
905	0.3351391406
906	0.3351138281
907	0.3350716016
908	0.3350538672
909	0.3350302344
910	0.3350066016
911	0.3349951172
912	0.3349670312
913	0.3349379297
914	0.3348996484
915	0.3348416406
916	0.3348184766
917	0.3347537891
918	0.3347277734
919	0.3346944531
920	0.334668125
921	0.3346586328
922	0.3346333594
923	0.3346201953
924	0.3345787109
925	0.3345371094
926	0.3345265234
927	0.3344784766
928	0.3344021484
929	0.3343776562
930	0.3343556641
931	0.3343428906
932	0.3343360938
933	0.3343124609
934	0.3342724219
935	0.3342471875
936	0.3342135156
937	0.3341963281
938	0.3341637109
939	0.3341314453
940	0.3340912891
941	0.3340700781
942	0.3340403516
943	0.3340185156
944	0.3339879297
945	0.3339675
946	0.3339523437
947	0.3337958984
948	0.3337382422
949	0.3337076562
950	0.3336755078
951	0.3336412891
952	0.3336166016
953	0.3335852734
954	0.3335482813
955	0.3335355859
956	0.3335030469
957	0.3334507031
958	0.3334225781
959	0.3333609766
960	0.3333225
961	0.3332967578
962	0.3331708984
963	0.3331336328
964	0.3330957813
965	0.3330026562
966	0.3329697656
967	0.3329613672
968	0.3329348828
969	0.3328977344
970	0.3328578125
971	0.3328233203
972	0.3327993359
973	0.3327684766
974	0.3327559766
975	0.3327236719
976	0.332689375
977	0.3326639844
978	0.3326435156
979	0.3326075
980	0.3325576562
981	0.3325168359
982	0.3324815234
983	0.3324518359
984	0.3324086328
985	0.332373125
986	0.3323525391
987	0.3323137109
988	0.3322790625
989	0.3322402734
990	0.3322161719
991	0.3321871094
992	0.3321443359
993	0.3321144922
994	0.3320966016
995	0.3320660938
996	0.3320340625
997	0.3319998438
998	0.3319822656
999	0.3319538672
